"旧库公司ID","旧库名称","结论","对应启用招聘主体","主体范围说明","归属依据","旧招聘入口","本轮检查证据","以往检查证据"
"co_19dfa2ff28eeb123e413","《王者荣耀》","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://wj.qq.com/s2/19272463/a48a","retrieved_no_api_link | 2026-09-17T15:29:02.502Z | artifacts/full-registry-review-20260917/discover-portal/11b44f97aabb8c42/discovery.json",""
"co_1af80d3c16d02a16ccc8","《粤海风》期刊","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/LNjj7oSvwBVdW_inUjLxIg","retrieved_no_api_link | 2026-09-17T15:31:15.440Z | artifacts/full-registry-review-20260917/discover-wechat/77f148b0861d168d/discovery.json",""
"co_1ce2555dfe834d53b056","《舰船知识》杂志","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/7EQdguFTVk7gmLh9HFO2gA","retrieved_no_api_link | 2026-09-17T15:31:16.518Z | artifacts/full-registry-review-20260917/discover-wechat/810af97965a9a4fc/discovery.json",""
"co_39b5a3b0fe01d357c5a5","《青春》杂志社","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/20wOEckN9AICusk2xgGjCg","retrieved_no_api_link | 2026-09-17T15:31:16.689Z | artifacts/full-registry-review-20260917/discover-wechat/14daed80b9fc267c/discovery.json",""
"co_9be29c0f4e9853375ad0","一博环保","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.zhaopin.com/companydetail/CZ245255910.htm?refcode=4019&srccode=401903&preactionid=4300bcfc-c2a0-441c-8b00-0fa4f1d66052","no_api_discovered | 2026-09-17T15:28:13.182Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_ac8b6299fe06a575759d","一博科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/ug8e2ojtAhdLdUEAmtmkCA","retrieved_no_api_link | 2026-09-17T15:31:16.826Z | artifacts/full-registry-review-20260917/discover-wechat/efd09c3a9208beac/discovery.json",""
"co_abaf897e5553ce0b78d9","一影医疗","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Dsf_----HNFEb9QgAKoxTA
https://mp.weixin.qq.com/s/kPOTXhzH6QlnZG4DJXTdMg","retrieved_no_api_link | 2026-09-17T15:31:18.841Z | artifacts/full-registry-review-20260917/discover-wechat/54f8d308c305fadb/discovery.json
retrieved_no_api_link | 2026-09-17T15:31:17.729Z | artifacts/full-registry-review-20260917/discover-wechat/f7375923aba8da81/discovery.json",""
"co_0412fb0ea3de6f647f86","一微半导体","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://hire.dingtalk.com/referralWebsite?corpId=dinga7d3c55183a8a5cf35c2f4657eb6378f&jobId=undefined&referralUserId=671701493028042657&referralUserName=%E6%B8%A9%E7%87%95%E9%93%AD&showmenu=false&dd_share=false","unverified | 2026-09-17T15:42:33.232Z | artifacts/full-registry-review-20260917/verify-followups/co_0412fb0ea3de6f647f86/verification.json
followup_links | 2026-09-17T15:29:03.108Z | artifacts/full-registry-review-20260917/discover-portal/117746ea863a188f/discovery.json",""
"co_4fc7aea1d886b0cad303","一微科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://hire.dingtalk.com/referralWebsite?corpId=dinga7d3c55183a8a5cf35c2f4657eb6378f&jobId=undefined&referralUserId=671701493028042657&referralUserName=%E6%B8%A9%E7%87%95%E9%93%AD&showmenu=false&dd_share=false
https://mp.weixin.qq.com/s/5scXCGbXgXxUU4cnwuB6vw","unverified | 2026-09-17T15:42:33.263Z | artifacts/full-registry-review-20260917/verify-followups/co_4fc7aea1d886b0cad303/verification.json
followup_links | 2026-09-17T15:29:03.108Z | artifacts/full-registry-review-20260917/discover-portal/117746ea863a188f/discovery.json
retrieved_no_api_link | 2026-09-17T15:31:18.856Z | artifacts/full-registry-review-20260917/discover-wechat/ec071db3a61321b1/discovery.json",""
"co_ad3a6e79b9d056c4551c","一德期货","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/HtrgL8zf7HjfTnScijo-ng
https://mp.weixin.qq.com/s/Qgb2VdVVV4EhMJtEsvUxwQ","retrieved_no_api_link | 2026-09-17T15:31:19.572Z | artifacts/full-registry-review-20260917/discover-wechat/5cd900ea1a21966b/discovery.json
retrieved_no_api_link | 2026-09-17T15:31:20.345Z | artifacts/full-registry-review-20260917/discover-wechat/d9fb1329a46989c0/discovery.json",""
"co_397f58d72d4c09b881bc","一橙网络","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/FR1-b-skBphMby-IXkerAA","followup_links | 2026-09-17T15:31:20.895Z | artifacts/full-registry-review-20260917/discover-wechat/2ec9616fb3e61c7e/discovery.json",""
"co_089f5a0dd37bf4c2ad37","一汽-大众","已关联启用招聘来源","中国一汽","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://faw-vw.hotjob.cn/","","../hardware-auto-campus-job-fit/artifacts/source-validation/oem/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/oem/verified/hardware-oem-fawvw/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/oem/repaired/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/oem/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/oem/repaired/hardware-oem-fawvw/verification.json"
"co_dc6dfb3dc29a23d9e801","一汽丰田","已关联启用招聘来源","中国一汽","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://faw-zhaopin.hotjob.cn/positionList?recruitType=1&projectId=204801","","../hardware-auto-campus-job-fit/artifacts/source-validation/oem/manifest.json"
"co_be5c95619ed609ac242f","一汽模具","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://faw-zhaopin.hotjob.cn/positionList?recruitType=1&projectId=204801","unverified | 2026-09-17T15:25:41.790Z | artifacts/full-registry-review-20260917/verify-uncovered-ats/co_be5c95619ed609ac242f/verification.json",""
"co_b262c2f134ec8e650289","一知智能","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Sgrf2ha3hpmNCK36SJfKcQ","retrieved_no_api_link | 2026-09-17T15:31:21.631Z | artifacts/full-registry-review-20260917/discover-wechat/9759531b3c4ffbf8/discovery.json",""
"co_a8511a05fcb981a4c959","一者科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/3ewY8fQCARc0UUypM5OXxw","retrieved_no_api_link | 2026-09-17T15:31:21.632Z | artifacts/full-registry-review-20260917/discover-wechat/6468ba4fce67fae5/discovery.json",""
"co_8cca7609630850a4fa8d","一鸣食品","已关联启用招聘来源","一鸣食品","主体已在启用来源中，核验时间见证据。","","https://inm.zhiye.com/campus/jobs
https://inm.zhiye.com/jobs?activityGuid=5efba245-0935-4854-9ebe-64d24a9b417a
https://mp.weixin.qq.com/s/3uHIP8615zl0uxYXh_z20w
https://mp.weixin.qq.com/s/cdyb4mM1J4IGgi33fVT6mA","","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_8cca7609630850a4fa8d/verification.json"
"co_3aa91699253974644b8c","一鸣食品-管培生","已关联启用招聘来源","一鸣食品","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://inm.zhiye.com/jobs?activityGuid=1de55a3d-b209-47cb-a005-a99f4f858fac","","artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_3aa91699253974644b8c/verification.json"
"co_edf82e95b68f065df98b","七十迈","已关联启用招聘来源","七十迈","主体已在启用来源中，核验时间见证据。","","https://jobs.70mai.com.cn/campus","","../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/verified/co_edf82e95b68f065df98b/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/hardware/manifest.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_df8045b4f3781035f99a","七牛云","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://www.qiniu.com/activity/detail/68ac208628614a718ed2319c?channel=wcqiniu","retrieved_no_api_link | 2026-09-17T15:29:03.137Z | artifacts/full-registry-review-20260917/discover-portal/563169511dee1b7b/discovery.json",""
"co_4b8e83f19676e0711754","七牛云1024实训营","已关联启用招聘来源","七牛云","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","北森 tenantInfo.Alias=上海七牛信息技术有限公司、Abbreviation=七牛云；1024 实训营仅招聘项目，按七牛云主体保留。","https://campus.qiniu.com/intern/jobs","unverified | 2026-09-17T15:46:54.890Z | artifacts/full-registry-review-20260917/verify-followups/co_4b8e83f19676e0711754/verification.json
verified_api_full_jd | 2026-09-17T15:38:50.539Z | artifacts/full-registry-review-20260917/verify-portal-ats/co_4b8e83f19676e0711754/verification.json
observed_ats_links | 2026-09-17T15:29:03.442Z | artifacts/full-registry-review-20260917/discover-portal/9addd33790dc9789/discovery.json",""
"co_7de281ba0419ed3ba124","七猫","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.qimao.com/m/preview","retrieved_no_api_link | 2026-09-17T15:29:03.713Z | artifacts/full-registry-review-20260917/discover-portal/e747d86e2c9ed9dd/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_7de281ba0419ed3ba124/verification.json"
"co_21dfd1ca673667605abd","七色纺","已关联启用招聘来源","七色纺","主体已在启用来源中，核验时间见证据。","","https://7sef.zhiye.com/campus/jobs","","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_21dfd1ca673667605abd/verification.json"
"co_91f5f7999dda6d7c5ee9","七通智能","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/dwJtpHF3Q0HJiaLusjhNPg","retrieved_no_api_link | 2026-09-17T15:31:22.593Z | artifacts/full-registry-review-20260917/discover-wechat/897f2240e46f813d/discovery.json",""
"co_c88b6f0493b2c7b67d5d","万事达卡","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://careers.mastercard.com/us/en/student-opportunities
https://mp.weixinbridge.com/mp/wapredirect?url=https%3A%2F%2Fcareers.mastercard.com%2Fus%2Fen%2Fstudent-opportunities&action=appmsg_redirect&uin=MjQ0NzIyODQzNA%3D%3D&biz=MjM5MzU4NTEwMA%3D%3D&mid=2653126026&idx=5&type=0","unverified | 2026-09-17T15:45:19.712Z | artifacts/full-registry-review-20260917/verify-followups/co_c88b6f0493b2c7b67d5d/verification.json
followup_links | 2026-09-17T15:29:04.157Z | artifacts/full-registry-review-20260917/discover-portal/6ada60ed458d4fbc/discovery.json
followup_links | 2026-09-17T15:29:04.141Z | artifacts/full-registry-review-20260917/discover-portal/c7cc8d6b9c313c10/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_c88b6f0493b2c7b67d5d/verification.json"
"co_c54c72cef116e58c8816","万众炜业","API返回岗位但未证实完整JD","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://wzwy1.zhiye.com/campus/jobs","incomplete_body | 见原始记录 | artifacts/full-registry-review-20260917/ats-recovery/manifest.json","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_c54c72cef116e58c8816/verification.json"
"co_3076fece66e621fd16cc","万全制药","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://jsj.top/f/hjqGWD","unverified | 2026-09-17T15:47:32.481Z | artifacts/full-registry-review-20260917/verify-followups/co_3076fece66e621fd16cc/verification.json
followup_links | 2026-09-17T15:29:04.341Z | artifacts/full-registry-review-20260917/discover-portal/aa06140b8b17c4aa/discovery.json","artifacts/industry-expansion-20260917/verify-other/manifest.json
artifacts/industry-expansion-20260917/verify-other/co_3076fece66e621fd16cc/verification.json"
"co_56130050ea37b2936f5d","万兴科技","已关联启用招聘来源","万兴科技","主体已在启用来源中，核验时间见证据。","","https://wondersharecampus.zhiye.com/Campus/jobs?activityGuid=4583e413-f716-4c9e-824a-5ef4e19a4ca2&ActivityJumpPage=PortalPage
https://wondersharecampus.zhiye.com/Intern/jobs?activityGuid=9e006597-01a8-4927-a32f-054b7b7c8aef&ActivityJumpPage=PortalPage
https://wondersharecampus.zhiye.com/Intern/jobs?activityGuid=ac63a11e-41a3-4f10-8a8e-660300036edf&ActivityJumpPage=PortalPage
https://wondersharecampus.zhiye.com/Intern/jobs?activityGuid=dc7016c5-8bf5-4092-8028-ff49b9118550&ActivityJumpPage=PortalPage
https://wondersharecampus.zhiye.com/campus/jobs
https://wondersharecampus.zhiye.com/intern/jobs","",""
"co_9476788d239e6ce7c123","万兴科技-新星计划","已关联启用招聘来源","万兴科技","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","当前 API 配置与既有招聘主体同租户/频道；官方门户组织信息及保存的完整 JD 与该主体相符。原候选中的招聘专项、岗位方向或子组织称呼不另计公司。","https://wondersharecampus.zhiye.com/Intern/jobs?activityGuid=30bfe13a-d03a-40a4-bc46-f5c10274da47&ActivityJumpPage=PortalPage","verified_api_full_jd | 2026-09-17T15:25:42.316Z | artifacts/full-registry-review-20260917/verify-uncovered-ats/co_9476788d239e6ce7c123/verification.json",""
